Crossing,Finishing,HeadingAccuracy,ShortPassing,FKAccuracy,LongPassing,BallControl,SprintSpeed,Agility,Reactions,ShotPower,Stamina,Vision,Composure,Preferred Foot,Overall
61,53,42,64,36,58,67,92,82,66,48,69,60,48,0,67
71,60,55,63,68,59,71,65,76,65,67,63,64,59,1,67
30,21,69,58,31,53,49,58,34,58,37,71,37,47,0,67
60,56,59,70,46,65,68,70,72,64,58,79,66,60,1,67
54,48,46,74,43,71,74,52,67,60,64,55,65,62,1,67
48,30,65,59,58,58,56,40,35,54,74,60,26,49,1,67
38,35,58,64,32,64,59,78,74,65,45,69,45,68,1,67
52,45,69,64,48,60,67,66,67,64,51,74,49,60,0,67
62,50,35,68,72,64,66,82,79,65,64,64,67,55,0,67
58,39,49,62,51,58,63,79,66,64,69,85,45,64,1,67
58,40,54,70,58,67,71,64,74,65,70,64,67,61,1,67
25,19,65,64,13,62,58,72,65,61,37,73,35,59,1,67
44,29,70,63,23,60,53,52,57,62,39,56,30,68,0,67
36,30,64,66,37,61,62,62,44,56,43,73,53,52,1,67
63,30,55,64,42,44,66,81,68,60,40,71,41,66,0,67
63,60,35,61,56,56,64,91,88,55,56,68,60,54,1,67
70,46,47,61,57,64,67,85,65,64,55,67,53,59,1,67
64,66,72,66,60,61,67,64,68,70,75,74,66,67,1,67
29,49,64,67,37,62,61,67,45,61,68,74,55,62,1,67
68,62,54,71,66,68,70,51,62,67,66,46,70,67,1,67
42,21,71,61,12,57,53,34,32,54,52,33,35,68,0,67
59,15,67,60,28,61,55,70,62,60,29,74,49,69,1,67
64,57,43,68,56,67,68,68,76,63,64,34,69,61,1,67
13,14,12,21,13,22,20,27,55,60,23,35,31,47,1,67
43,68,63,49,29,42,65,62,60,68,67,75,58,70,1,67
55,32,61,56,29,58,62,68,57,67,35,65,40,48,0,67
59,54,55,69,45,67,65,64,59,64,69,64,65,67,1,67
62,61,39,62,62,58,64,88,86,61,61,78,58,62,1,67
69,62,59,61,63,56,64,88,76,61,60,64,54,59,0,67
13,12,11,14,11,13,17,42,40,65,11,30,36,13,1,67
65,55,59,68,41,64,67,77,74,65,61,80,63,58,1,67
63,60,56,73,51,67,70,75,77,60,58,69,65,64,0,67
68,50,44,64,54,53,67,86,85,55,67,72,57,66,0,67
31,21,64,68,65,66,60,54,48,64,56,73,60,66,0,67
36,32,50,70,42,65,62,73,74,63,56,89,51,63,1,67
63,40,60,65,30,66,65,70,60,60,57,74,55,59,1,67
64,39,62,64,48,62,65,69,72,64,59,80,62,61,1,67
62,58,44,71,55,68,68,68,72,65,63,82,71,64,1,67
57,66,60,64,69,59,71,52,67,65,67,49,64,70,1,67
57,33,47,72,43,65,42,50,50,70,52,67,62,63,1,67
62,33,58,61,25,60,62,85,75,66,36,79,56,52,1,67
70,60,62,66,44,62,66,76,66,65,69,85,66,61,1,67
26,19,68,52,31,49,50,62,44,61,58,70,38,52,1,67
9,13,10,32,17,25,33,23,54,73,43,40,48,43,1,67
60,62,52,64,50,61,63,83,73,71,73,72,69,60,1,67
61,30,66,52,26,44,59,64,72,56,45,68,33,59,1,67
62,60,34,71,57,66,73,68,75,53,62,65,69,65,1,67
48,33,52,69,60,64,65,67,49,63,63,74,51,60,1,67
64,43,48,67,65,62,67,70,74,64,65,68,64,64,0,67
39,67,71,54,42,37,61,74,63,62,67,70,48,58,1,67
52,59,39,68,43,67,71,71,70,55,52,70,68,62,0,67
66,61,47,64,65,61,67,78,71,67,45,72,64,58,0,67
48,24,72,67,24,66,59,58,60,59,35,64,29,57,1,67
50,66,53,64,50,51,69,90,86,55,68,65,50,62,0,67
57,65,58,60,57,51,66,72,74,71,68,72,59,62,0,67
45,67,65,57,58,53,69,68,63,68,67,76,58,69,0,67
62,44,67,62,37,59,66,70,66,63,57,73,56,65,0,67
69,54,64,69,62,65,65,79,71,63,65,90,62,64,1,67
48,42,58,71,32,65,68,66,71,56,43,80,66,57,1,67
65,66,66,56,36,41,61,75,75,60,69,68,60,48,1,67
13,12,17,18,16,21,14,50,54,69,19,36,29,50,1,67
55,60,60,60,49,60,62,76,68,70,68,69,65,65,1,67
68,58,61,69,67,62,67,89,83,66,76,87,63,69,0,67
60,65,62,60,31,54,57,82,91,68,64,73,55,54,1,67
45,65,63,58,40,37,63,82,85,62,69,62,49,59,1,67
46,66,70,56,69,61,69,66,65,58,72,51,58,61,1,67
60,60,27,62,46,55,67,88,89,62,63,65,60,59,1,67
60,59,41,58,57,52,64,85,81,66,64,61,60,63,1,67
36,34,64,60,34,61,49,59,64,61,37,77,42,55,1,67
63,19,52,65,28,57,62,68,63,60,39,82,47,61,1,67
54,23,65,64,35,55,63,68,60,68,49,67,45,63,1,67
70,43,49,66,73,69,68,61,63,60,53,74,78,56,1,67
64,61,49,64,72,57,67,65,72,67,61,81,67,66,1,67
66,43,57,70,58,73,70,67,71,61,59,73,71,59,1,67
21,45,61,65,21,55,55,58,39,63,40,60,35,64,1,67
59,52,62,67,58,65,66,63,70,65,68,71,67,68,1,67
60,60,47,65,61,63,69,63,69,70,64,78,64,67,1,67
75,47,42,65,64,66,62,78,74,62,74,73,63,59,0,67
49,75,68,49,29,48,59,67,57,63,73,70,52,63,1,67
63,68,60,61,57,56,68,70,74,65,66,49,57,61,1,67
12,18,16,30,14,24,16,47,48,60,18,28,44,50,1,67
14,13,20,24,12,11,34,48,58,64,30,36,31,42,1,67
53,69,54,56,56,45,65,85,82,64,66,68,63,63,1,67
52,68,82,66,57,51,71,45,68,68,67,55,64,66,1,67
63,67,63,56,40,39,64,87,83,63,65,71,48,62,1,67
56,63,37,57,60,54,67,84,86,65,64,62,62,66,1,67
12,11,18,16,11,14,16,28,33,65,21,22,52,47,0,67
67,58,53,70,65,64,71,61,85,65,65,65,65,70,0,67
65,66,47,67,74,60,69,76,76,66,73,67,65,49,0,67
58,28,68,65,40,60,61,66,52,60,68,71,45,65,1,67
72,66,68,72,77,71,70,42,42,58,75,34,73,70,0,67
46,71,56,67,56,60,68,58,74,60,70,73,55,64,1,67
39,68,71,64,33,28,61,52,61,68,68,66,63,61,1,67
69,36,58,56,25,56,53,71,58,54,54,90,40,62,1,67
54,44,59,64,36,53,65,88,71,61,58,74,52,63,1,67
65,34,59,63,38,34,59,77,64,60,40,69,37,57,0,67
35,60,72,60,46,34,66,60,62,62,71,61,60,69,1,67
32,29,65,47,31,58,47,69,45,54,48,69,42,65,0,67
65,57,58,63,60,62,62,74,68,66,70,84,63,60,1,67
68,59,58,67,43,65,66,75,75,62,60,75,66,58,1,67
73,59,58,69,69,67,72,72,74,64,72,68,70,65,0,67
67,30,65,56,41,40,67,67,61,66,42,61,41,63,0,67
54,64,42,64,41,56,72,74,80,61,66,65,66,68,0,67
19,16,13,32,23,34,15,62,37,64,22,39,19,19,1,67
69,38,55,69,45,63,72,79,78,55,67,79,55,59,1,67
61,35,53,66,28,54,65,72,73,58,33,80,41,55,0,67
72,56,45,62,56,64,64,67,70,60,56,62,74,53,0,67
62,63,45,62,54,59,70,76,80,58,68,67,61,64,0,67
30,26,69,61,27,40,45,58,41,50,59,54,32,57,1,67
66,55,43,72,75,63,77,67,68,56,64,67,62,62,0,67
52,61,50,71,42,62,72,68,63,64,66,61,67,57,1,67
61,65,58,68,38,62,68,70,66,66,70,61,69,65,1,67
70,59,38,70,67,71,62,70,80,60,48,73,68,50,1,67
39,69,59,59,32,47,69,73,71,63,68,59,60,69,1,67
18,14,16,37,9,36,33,43,46,62,34,26,43,38,0,67
61,60,54,62,33,48,65,88,81,59,63,73,58,65,1,67
24,37,70,55,21,54,51,66,41,64,35,67,40,59,1,67
16,17,15,23,17,19,19,40,35,64,30,30,18,29,1,67
49,66,66,61,46,52,67,65,62,62,76,68,61,61,1,67
64,66,52,64,66,56,71,72,86,71,73,79,71,74,1,67
71,64,42,69,47,63,67,80,67,51,63,63,55,50,0,67
71,45,46,65,67,67,67,73,74,64,75,67,65,65,0,67
41,42,59,64,50,62,65,68,71,65,67,81,63,66,1,67
34,22,64,63,36,57,57,72,62,65,49,65,53,59,1,67
35,49,65,69,27,65,52,80,58,67,59,76,49,62,1,67
40,24,66,63,46,62,60,51,57,59,58,65,46,61,1,67
54,23,71,60,24,55,56,49,59,64,52,63,46,65,1,67
64,26,60,63,57,56,63,70,74,64,55,85,56,66,0,67
20,11,11,28,11,35,21,37,47,63,20,27,37,48,1,67
43,58,66,55,62,72,73,52,81,55,77,83,57,58,0,67
43,21,68,59,42,52,47,62,50,60,31,71,23,53,1,67
46,32,52,67,55,64,62,65,65,58,49,74,64,58,1,67
67,59,48,70,67,64,69,68,68,66,70,67,68,65,0,67
72,50,56,73,68,76,75,71,62,69,71,60,51,59,1,67
60,64,35,61,37,53,69,91,82,51,61,74,55,68,0,67
61,72,50,62,66,58,70,64,74,68,63,69,71,72,1,67
19,2,5,20,21,19,13,38,37,59,3,24,32,35,1,67
62,32,50,67,39,63,61,69,72,66,35,76,50,56,1,67
64,62,36,67,45,62,70,71,78,65,65,78,65,62,0,67
57,66,70,61,29,35,66,67,50,62,69,75,59,58,1,67
50,52,44,69,53,67,67,37,64,69,69,65,70,76,1,67
46,27,63,53,31,43,60,71,70,66,38,72,36,62,1,67
61,40,53,61,44,60,60,88,75,62,60,74,52,48,1,67
48,32,70,69,52,66,64,35,32,54,66,60,70,73,1,67
66,28,57,61,39,54,62,78,65,62,48,70,43,59,1,67
60,58,55,72,70,70,67,71,72,63,68,75,73,54,1,67
64,40,48,63,60,57,57,77,72,64,61,79,61,62,0,67
67,46,48,61,63,58,70,84,83,63,74,65,64,70,0,67
12,12,65,55,17,47,52,62,54,63,23,63,15,59,1,67
67,56,49,64,60,57,66,78,78,63,47,90,51,49,1,67
68,50,46,65,47,60,69,77,77,58,60,62,74,66,0,67
61,61,54,70,58,68,71,79,70,62,69,70,64,64,0,67
28,67,74,52,29,41,64,60,58,62,75,72,35,63,1,67
25,23,70,51,21,47,47,59,55,53,54,66,32,60,1,67
57,22,69,54,33,56,53,66,58,58,49,36,47,59,0,67
58,51,65,63,28,60,63,75,67,62,51,74,53,57,1,67
59,34,45,70,35,67,67,60,77,68,59,78,59,61,1,67
42,48,66,62,37,58,57,68,56,62,52,60,53,68,1,67
49,41,55,68,39,64,61,56,56,62,77,48,47,61,0,67
61,61,51,67,68,65,68,69,83,62,61,57,68,69,1,67
74,54,49,73,68,72,71,51,53,52,49,54,78,62,1,67
59,61,49,62,49,57,64,90,77,65,63,62,55,66,1,67
12,19,18,23,19,22,20,46,30,61,18,45,32,48,1,67
68,50,52,67,42,60,64,71,64,66,56,74,40,55,1,67
70,50,49,61,51,50,65,73,62,61,56,77,58,53,1,67
46,69,71,61,77,47,63,61,58,58,68,66,60,64,1,67
58,64,51,64,45,61,74,67,62,52,70,66,62,62,1,67
65,33,59,69,35,66,67,78,68,64,58,80,59,59,0,67
67,62,56,65,29,56,69,85,90,53,58,66,57,54,1,67
58,55,64,70,33,68,69,54,66,64,65,64,63,67,1,67
63,19,68,64,30,61,62,67,74,63,28,66,47,65,0,67
62,62,59,67,64,64,66,71,81,63,65,70,64,69,0,67
57,54,48,73,64,69,65,75,78,66,62,75,60,68,1,67
46,69,61,55,59,36,65,75,72,68,66,77,59,69,1,67
62,53,59,70,67,68,68,67,64,66,73,65,66,65,1,67
60,62,54,62,45,59,68,75,69,62,71,65,62,63,1,67
39,66,72,48,48,26,68,77,74,60,64,72,46,57,1,67
60,49,46,64,49,62,60,85,71,61,64,87,61,65,1,67
45,71,72,60,43,49,59,74,83,64,65,77,56,64,1,67
31,68,65,60,33,33,62,65,65,66,70,65,63,55,0,67
57,66,62,62,39,41,64,73,68,61,70,73,55,63,1,67
34,62,73,54,33,33,67,77,64,63,66,66,38,57,1,67
43,43,51,65,44,63,64,72,64,63,74,80,58,54,1,67
61,61,48,59,33,55,64,90,85,61,68,74,60,65,1,67
52,34,62,62,62,61,62,67,73,63,74,75,64,62,1,67
65,58,40,65,42,59,67,80,82,64,67,73,61,57,0,67
34,25,68,55,30,42,43,59,40,64,44,69,28,62,1,67
37,67,56,59,40,50,62,78,66,59,70,53,61,58,1,67
69,54,50,69,76,68,68,54,72,66,72,59,66,70,1,67
59,41,62,67,38,58,67,79,66,64,49,61,59,61,0,67
45,31,49,64,49,61,65,65,71,58,56,69,59,71,1,67
65,60,52,65,71,62,65,76,87,57,68,60,71,62,1,67
59,51,48,65,49,60,64,70,60,68,68,84,57,50,1,67
26,41,66,57,41,26,47,31,45,60,38,52,31,53,1,67
62,44,48,72,46,68,70,68,76,60,68,73,62,60,1,67
63,33,67,57,36,51,71,76,71,59,35,68,59,57,1,67
56,64,52,63,59,53,71,80,79,65,68,62,68,62,0,67
63,62,49,65,57,56,69,75,77,64,70,64,63,61,0,67
68,65,65,62,60,60,64,76,80,60,68,71,62,60,1,67
47,55,70,62,40,58,57,48,55,64,52,76,54,67,1,67
61,19,64,66,26,63,65,51,63,53,44,61,29,60,1,67
66,65,64,64,59,59,63,85,74,66,78,90,63,67,1,67
71,39,72,62,46,61,65,70,70,56,56,75,47,53,1,67
58,48,59,67,33,62,72,66,74,65,65,81,57,63,1,67
69,48,68,70,50,63,68,62,62,62,59,65,57,62,1,67
62,41,40,62,33,67,61,67,72,66,48,81,55,67,0,67
61,36,61,52,42,37,51,68,72,61,34,78,39,52,0,67
58,45,62,72,47,74,70,63,66,60,62,57,61,60,1,67
64,63,44,68,75,62,72,74,85,67,65,66,65,73,1,67
29,75,68,58,41,41,62,65,59,52,60,70,55,47,1,67
59,40,61,57,50,56,58,68,65,66,64,83,59,67,1,67
62,45,41,59,63,54,58,86,72,70,70,90,62,67,1,67
15,13,12,27,18,38,26,43,47,67,41,34,24,47,1,67
11,14,15,34,15,32,23,47,48,60,15,33,47,58,1,67
62,59,31,63,36,39,67,84,87,62,51,70,58,67,1,67
58,55,48,66,39,64,68,66,75,68,60,80,65,66,1,67
64,53,53,63,71,53,65,76,68,65,78,78,64,71,1,67
72,38,57,61,37,46,62,76,71,58,42,91,47,53,1,67
61,69,58,69,64,67,68,63,63,62,74,65,63,64,1,67
66,67,53,67,73,52,68,78,65,61,77,80,60,58,0,67
53,67,62,59,42,52,65,73,69,66,67,62,60,62,0,67
64,68,55,69,41,61,72,68,69,68,64,47,57,65,0,67
64,58,50,72,66,63,69,67,76,65,47,69,66,55,1,67
71,43,41,63,49,65,69,69,72,60,65,73,60,48,0,67
47,18,64,54,32,42,53,54,65,65,50,71,22,57,1,67
32,24,66,48,33,34,49,63,73,56,45,68,32,58,1,67
67,57,39,65,62,62,68,78,78,64,68,81,68,60,1,67
53,57,50,64,45,58,72,75,82,64,53,70,63,69,1,67
54,46,49,72,63,66,72,66,71,62,56,73,68,69,1,67
55,66,43,60,58,53,70,88,87,52,67,70,63,68,0,67
55,47,46,63,37,67,59,69,77,61,57,91,52,65,1,67
64,48,63,62,30,59,62,81,65,70,68,72,57,48,0,67
59,44,59,71,57,68,70,64,63,65,68,74,64,67,1,67
70,63,35,59,55,53,68,76,68,57,63,63,67,55,0,67
57,39,63,62,48,60,59,82,68,64,64,75,54,62,1,67
50,57,42,72,59,65,68,66,62,61,78,62,68,66,0,67
50,74,66,65,64,50,70,67,68,68,60,56,60,68,0,67
15,13,14,23,15,16,24,28,35,57,25,24,38,27,0,67
57,50,40,71,63,67,71,54,67,67,65,75,63,58,0,67
46,49,54,71,61,66,65,62,65,66,64,70,70,63,1,67
62,23,57,59,37,55,62,89,66,59,66,88,36,64,1,67
58,60,36,67,57,68,67,69,71,59,72,91,72,65,1,67
62,56,65,67,62,64,67,81,70,65,65,71,68,66,1,67
57,57,58,70,63,68,68,64,59,62,66,79,65,67,0,67
66,58,39,64,42,63,68,82,79,60,54,62,60,60,0,67
68,77,46,50,62,49,73,82,74,63,50,72,52,72,1,67
41,65,64,59,57,39,69,64,51,68,66,60,49,64,1,67
64,58,42,64,64,57,70,72,68,62,64,66,72,54,1,67
47,54,45,74,40,71,69,69,62,68,45,61,64,59,1,67
53,43,49,70,62,64,67,55,76,65,65,69,68,75,0,67
16,10,11,17,19,25,16,33,35,62,24,21,38,50,0,67
69,37,60,64,71,59,66,77,76,60,55,70,50,58,0,67
56,36,64,70,42,66,67,57,56,64,56,74,66,70,1,67
65,39,61,65,34,45,63,69,61,63,52,69,49,48,1,67
30,19,65,52,68,66,50,56,53,61,88,53,60,51,1,67
49,51,59,67,54,64,67,63,58,67,66,72,57,61,1,67
34,23,59,65,32,38,56,55,47,66,43,57,31,50,1,67
36,69,62,65,48,42,63,70,67,58,64,68,55,57,1,67
25,16,19,27,17,35,19,53,34,62,25,40,50,47,1,67
70,52,50,70,64,65,68,71,70,62,74,74,62,60,0,67
63,55,33,63,54,56,69,82,88,61,63,72,63,59,1,67
69,67,66,69,64,68,65,59,66,65,79,64,62,59,0,67
59,62,43,70,39,65,66,68,74,64,66,90,68,59,1,67
57,60,36,64,29,54,74,76,76,53,52,59,63,56,0,67
68,38,68,62,22,54,61,77,65,66,39,69,25,33,1,67
62,64,41,68,62,67,67,64,71,67,60,78,66,69,1,67
60,62,65,54,33,29,73,86,68,67,69,74,59,55,1,67
59,66,62,67,39,53,67,72,80,60,68,62,65,52,1,67
12,12,18,27,15,27,22,45,43,67,39,39,40,46,1,67
56,55,49,70,70,67,74,74,79,67,62,70,69,60,1,67
67,35,67,62,32,39,61,70,76,65,31,71,36,57,0,67
29,63,69,51,49,36,64,80,70,59,72,61,52,60,1,67
67,62,52,65,52,55,71,73,70,62,66,68,66,62,1,67
62,74,61,69,70,35,66,72,61,64,54,65,66,59,1,67
61,65,58,63,48,53,67,80,71,67,71,58,59,66,1,67
68,52,38,74,71,68,71,61,77,62,66,72,67,65,0,67
43,38,41,70,37,68,71,71,75,65,47,74,62,64,1,67
58,51,47,72,42,72,68,66,65,61,64,72,64,56,1,67
71,59,60,72,59,68,69,69,75,62,68,65,60,63,0,67
62,40,55,66,37,57,66,81,79,57,46,84,51,61,1,67
49,35,68,68,44,67,67,77,68,63,51,74,53,52,0,67
61,67,67,64,65,51,65,69,64,54,75,59,64,63,1,67
69,48,60,68,77,74,69,75,62,65,82,67,62,66,0,67
60,45,45,78,59,69,72,70,61,64,51,62,68,63,1,67
45,39,47,72,56,78,49,67,50,70,50,71,59,60,0,67
69,63,40,72,70,62,68,58,74,59,70,54,72,61,1,67
14,18,17,22,11,29,21,52,58,66,25,40,35,45,1,67
50,32,65,53,41,41,57,66,48,58,64,66,32,61,1,67
64,45,57,59,43,44,64,76,66,61,36,71,63,62,1,67
63,51,40,62,65,63,69,78,90,67,59,71,61,60,0,67
54,64,69,62,62,55,64,70,70,64,72,76,55,64,0,67
65,35,61,63,67,51,62,74,72,66,45,66,47,57,0,67
46,67,77,68,29,45,64,32,40,73,72,33,53,66,0,67
39,37,63,51,26,48,50,45,49,55,58,74,43,57,1,67
60,57,42,67,42,63,71,75,77,49,55,55,69,60,1,67
9,9,8,29,18,28,21,49,41,63,23,28,52,37,1,67
60,38,45,58,39,48,63,85,67,54,59,76,38,55,0,67
64,65,49,60,67,66,69,74,78,63,72,52,68,62,1,67
57,35,56,58,37,50,60,85,76,69,41,89,31,62,1,67
57,66,68,71,50,48,64,67,70,53,61,68,54,60,1,67
63,26,48,66,36,45,66,70,78,65,45,79,44,57,1,67
27,16,75,60,26,35,41,37,47,66,37,58,28,53,1,67
61,57,39,71,58,64,63,84,94,64,57,66,63,67,1,67
60,38,55,59,43,56,65,79,74,61,42,76,57,65,1,67
52,56,69,63,40,51,49,68,50,66,52,72,36,55,1,67
61,29,64,63,39,53,61,68,62,65,41,68,43,49,0,67
61,67,46,69,54,59,67,67,77,67,62,69,64,51,1,67
65,51,55,60,66,57,62,68,75,56,65,87,58,67,0,67
67,61,29,65,74,68,66,73,77,63,74,70,67,60,1,67
62,64,53,69,61,49,69,78,75,64,70,76,67,64,1,67
44,42,47,70,40,65,63,59,56,60,56,84,64,62,1,67
63,38,70,60,35,58,60,39,63,65,75,68,38,65,0,67
54,71,65,64,42,59,71,68,75,66,70,54,63,64,1,67
65,42,65,61,72,66,66,54,69,67,69,76,52,66,0,67
59,60,54,61,44,49,66,82,80,67,72,85,60,63,1,67
42,36,57,66,45,57,64,64,62,64,68,67,60,53,1,67
64,63,37,65,68,58,63,82,81,64,59,73,68,64,1,67
57,63,54,63,33,45,72,77,74,65,67,59,65,67,1,67
41,72,66,53,48,49,63,76,71,62,64,75,53,58,0,67
64,22,55,62,40,60,61,67,68,60,42,83,49,66,1,67
62,37,54,72,52,68,70,42,55,67,58,69,73,70,1,67
15,19,22,24,18,25,21,48,32,65,24,40,29,47,1,67
13,7,11,15,12,22,13,26,29,63,23,27,50,56,1,67
64,64,57,62,72,65,67,74,70,63,65,73,63,63,1,67
57,67,64,67,39,52,64,72,64,65,65,73,62,70,1,67
59,59,54,66,48,63,64,65,83,66,66,87,67,67,1,67
27,40,67,61,27,59,48,67,37,67,43,34,49,62,1,67
56,68,57,69,70,68,72,55,53,68,62,54,73,74,0,67
32,67,70,54,33,30,59,69,65,61,65,71,51,64,1,67
71,60,52,70,71,66,66,54,66,65,73,52,68,64,0,67
56,18,71,69,34,73,62,60,67,61,43,69,56,60,1,67
57,48,48,69,51,57,70,70,73,62,55,80,54,62,1,67
60,63,39,59,47,53,68,84,82,66,60,64,55,65,1,67
40,48,58,70,41,65,67,68,75,64,60,93,63,66,1,67
45,58,54,65,62,64,71,73,81,64,72,65,65,70,0,67
59,49,60,67,55,58,63,70,74,68,53,74,56,64,1,67
61,60,60,65,48,65,70,69,77,70,68,72,71,54,1,67
72,48,52,73,72,71,75,63,75,57,69,40,72,61,1,67
51,50,63,67,46,59,62,68,65,64,67,72,54,58,1,67
11,15,28,53,15,45,36,36,36,60,18,29,40,52,1,67
65,62,60,64,61,64,64,73,73,70,60,66,67,62,1,67
65,58,43,64,47,61,68,79,80,59,57,60,62,55,1,67
64,59,39,62,40,51,73,76,77,65,65,73,50,61,1,67
52,66,62,53,46,49,71,73,80,67,70,56,67,63,1,67
56,39,68,63,29,64,51,60,59,60,41,73,42,58,1,67
69,40,50,65,57,61,64,77,73,63,74,82,53,67,0,67
66,70,42,63,57,53,66,72,83,64,54,58,62,64,1,67
68,59,58,70,58,73,72,70,75,57,59,65,60,61,0,67
62,54,58,75,65,67,68,73,70,58,64,71,69,66,1,67
63,72,62,63,40,60,64,75,76,62,69,70,67,58,1,67
62,67,40,68,27,63,67,79,73,51,60,74,58,48,1,67
37,26,63,56,29,47,43,37,38,62,52,69,42,58,1,67
47,69,51,55,70,39,65,80,81,64,71,57,57,59,1,67
59,62,75,59,58,47,59,75,90,64,71,61,70,55,1,67
30,27,71,58,32,55,32,42,34,55,34,64,32,58,0,67
64,36,46,64,39,63,63,70,77,68,46,84,59,62,0,67
17,15,12,22,15,23,18,20,30,68,18,32,25,52,1,67
50,72,77,62,39,48,63,67,55,52,65,59,54,59,1,67
56,24,58,65,25,58,60,68,67,65,47,76,49,66,1,67
68,48,44,62,45,55,63,87,71,68,63,91,61,52,1,67
31,40,65,52,31,33,55,52,32,62,46,69,34,51,1,67
68,59,47,66,65,63,63,70,75,53,70,58,65,53,1,67
70,48,58,66,58,58,68,80,63,64,58,62,60,67,1,67
69,59,44,70,66,69,67,52,62,64,57,79,70,64,1,67
48,24,65,58,22,52,56,84,71,56,39,76,26,50,1,67
56,61,66,62,44,47,62,68,69,68,75,76,60,64,1,67
43,42,61,63,21,64,63,83,83,55,56,67,50,57,1,67
69,55,58,70,42,68,67,60,65,59,42,88,54,52,1,67
66,30,41,60,32,51,63,79,67,65,71,75,44,65,1,67
49,17,72,56,41,61,56,31,27,61,54,64,42,47,1,67
67,61,39,72,38,69,67,65,79,55,62,78,60,59,1,67
12,13,14,17,24,30,33,49,61,63,35,31,26,52,1,67
32,25,66,58,28,52,40,34,34,65,54,65,34,62,1,67
56,37,63,56,41,41,55,69,64,58,51,73,37,52,1,67
69,54,41,73,65,72,68,57,73,67,62,55,69,61,1,67
62,33,54,64,38,61,64,80,80,60,29,75,42,60,1,67
51,54,64,68,56,66,64,78,77,60,72,87,64,61,1,67
42,71,67,62,42,32,67,52,32,57,66,56,41,52,1,67
32,23,69,55,35,45,51,35,32,67,39,52,30,55,0,67
58,49,62,67,44,65,64,67,63,61,53,73,57,64,1,67
30,33,66,61,42,57,45,53,52,52,60,62,30,55,1,67
61,65,40,66,68,57,68,75,81,65,64,63,64,60,1,67
22,26,64,53,27,49,50,76,48,57,63,56,32,53,1,67
47,51,32,74,61,73,70,48,59,58,59,33,75,61,0,67
47,28,62,65,37,62,64,68,70,63,77,71,58,50,1,67
60,35,55,64,68,40,67,73,78,62,75,74,40,56,1,67
56,53,55,66,52,62,71,90,81,66,68,79,53,72,1,67
11,8,11,19,14,17,10,25,25,52,24,21,50,53,1,67
64,66,37,65,66,62,69,67,67,62,67,52,65,65,1,67
53,67,73,67,41,63,68,65,64,54,71,61,56,60,1,67
62,44,66,65,37,61,65,54,59,66,53,68,60,64,1,67
23,11,17,34,12,28,18,44,38,65,31,62,38,60,0,67
46,67,62,55,50,43,65,78,75,56,74,58,48,57,1,67
58,29,64,63,45,57,56,65,67,66,68,74,43,58,1,67
65,52,45,62,34,47,72,88,90,60,61,55,57,64,1,67
60,67,54,65,59,58,71,77,92,60,61,73,63,65,1,67
59,44,74,67,49,64,49,64,59,59,68,66,33,71,1,67
62,47,50,68,55,65,67,70,64,70,66,69,45,65,0,67
65,56,38,67,37,49,72,72,81,50,66,60,53,62,1,67
57,63,65,59,46,42,65,79,78,65,69,66,61,64,1,67
13,13,14,32,9,32,16,42,23,67,21,21,44,59,1,67
46,25,67,59,31,38,58,42,39,59,42,65,38,60,1,67
14,18,19,48,16,49,19,40,32,54,20,43,59,47,1,67
60,45,58,71,43,69,66,66,67,64,58,71,64,66,1,67
33,25,63,61,22,56,40,35,70,58,38,75,30,58,1,67
58,37,48,71,42,66,61,65,86,68,50,88,58,72,1,67
30,23,67,66,21,66,61,69,54,63,45,71,48,59,1,67
57,53,62,65,58,61,65,68,72,67,65,82,64,65,1,67
69,48,57,67,39,64,63,74,75,66,57,68,49,59,1,67
60,63,63,68,61,65,60,62,59,62,64,60,69,64,1,67
28,23,60,46,37,44,41,65,75,55,51,80,39,47,1,67
67,55,53,68,59,66,68,64,71,61,70,77,61,48,1,67
66,41,53,63,56,57,66,73,73,64,69,76,66,66,0,67
65,60,52,61,57,63,63,81,82,57,62,69,57,55,1,67
64,23,54,65,30,68,56,81,71,64,52,80,53,58,1,67
65,42,46,64,63,60,65,69,75,68,68,75,65,67,0,67
39,67,70,54,49,30,66,64,76,61,69,69,46,50,1,67
62,29,70,63,38,65,60,49,56,65,56,74,46,59,0,67
34,65,67,48,59,27,67,64,51,67,75,67,50,65,0,67
67,62,38,63,39,68,62,77,90,64,49,70,61,56,1,67
33,65,67,53,35,37,64,87,60,63,75,66,51,59,0,67
71,57,57,65,32,60,67,70,63,65,65,70,59,62,1,67
58,35,65,63,43,57,60,69,48,64,61,63,52,61,1,67
64,56,57,68,45,64,68,71,73,77,67,75,64,55,0,67
62,30,59,49,40,56,57,74,73,62,27,79,48,54,0,67
51,39,66,75,40,72,56,64,50,62,64,73,49,55,1,67
27,30,58,62,25,37,60,53,63,65,40,58,30,50,1,67
53,59,54,71,59,69,68,75,63,63,65,64,57,63,1,67
47,71,58,58,43,52,67,69,77,56,68,54,59,58,1,67
60,65,60,62,65,53,68,75,89,64,70,73,52,56,1,67
64,45,51,62,45,55,65,79,66,59,52,76,50,65,0,67
54,30,61,69,34,55,68,77,72,63,51,65,49,60,0,67
51,37,57,64,45,62,63,64,57,65,52,81,60,56,1,67
15,13,20,27,15,22,14,43,51,64,25,38,30,47,1,67
